set_id,set_kind,target_id,positive_target,family,params,core_rank,best_branch_rank,legacy_multi_branch_rank,final_rank,core_score,branch_score,branch_confidence,branch_member_count,support_ratio,applied_weight,bonus,positive_rescue_3,positive_rescue_5,false_boost_count,false_boost_rank_gain_sum,false_boost_mean_rank_gain,top3_false_boost,top5_false_boost
aoko_set_03,cohesive,C026,YOFY,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.5, ""support_mode"": ""ratio""}",9,6,11,9,55.16792816964284,57.68702108134921,0.7763,2,0.5,0.194075,0.488892956839413,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C005,杨,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.5, ""support_mode"": ""ratio""}",26,9,25,26,47.07467806015788,53.88262605406745,0.7919,2,0.5,0.197975,1.3478035040942475,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C001,柳爱时,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.5, ""support_mode"": ""ratio""}",26,25,25,26,43.95319307947433,50.06267921401515,0.7763,2,0.5,0.194075,1.185698521561009,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C014,Impey Barbicane,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.5, ""support_mode"": ""ratio""}",26,26,26,26,45.02868347783506,50.065084099927844,0.788,2,0.5,0.197,0.9921709225522787,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C026,YOFY,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.5, ""support_mode"": ""ratio""}",26,9,25,26,47.31248916419505,54.4113994295635,0.7961,2,0.5,0.199025,1.4128606155649563,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C025,平重衡,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.5, ""support_mode"": ""ratio""}",25,1,16,25,52.67477838517184,61.501337053571426,0.788,2,0.5,0.197,1.7388320576747183,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C001,柳爱时,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.5, ""support_mode"": ""ratio""}",25,12,22,24,51.629930327969134,58.77603659361471,0.7448,2,0.5,0.1862,1.3306049866632066,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C019,缘,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.5, ""support_mode"": ""ratio""}",13,1,9,13,58.81802027836134,65.50963913690477,0.7486,2,0.5,0.18715,1.2523364693764027,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C015,Tyril I Lister,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.5, ""support_mode"": ""ratio""}",16,13,21,17,58.363903486721604,55.35267857142857,0.7685,2,0.5,0.192125,0.0,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C022,光森壱哉,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.5, ""support_mode"": ""ratio""}",22,13,21,22,52.45234833829366,56.59877008928571,0.7646,2,0.5,0.19115,0.7925885177021298,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C021,Vilio,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.5, ""support_mode"": ""ratio""}",17,11,17,17,56.80150966765872,59.02620287698412,0.7685,2,0.5,0.192125,0.42741918284164276,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C005,杨,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.5, ""support_mode"": ""ratio""}",25,9,20,25,49.420058047902764,57.44745089285714,0.8,2,0.5,0.2,1.6054785689908755,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C014,Impey Barbicane,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.5, ""support_mode"": ""ratio""}",25,21,25,25,48.31190586029634,56.05261656746032,0.7724,2,0.5,0.1931,1.494731237553364,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C024,Allan Melville,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.5, ""support_mode"": ""ratio""}",13,8,15,15,54.756802450396826,55.44218191964285,0.7961,2,0.5,0.199025,0.13640764886668966,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C025,平重衡,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.5, ""support_mode"": ""ratio""}",23,8,17,23,52.35255517915499,57.73344754464286,0.7961,2,0.5,0.199025,1.0709321030412227,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C021,Vilio,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.5, ""support_mode"": ""ratio""}",10,2,5,8,56.2661461715368,64.50756448412699,0.7802,2,0.5,0.19505,1.6074886418707155,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C019,缘,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",1,1,1,1,70.21761782140037,70.21761782140037,0.8764,3,1.0,0.6573,0.0,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C024,Allan Melville,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",2,2,2,2,65.13646882379743,65.13646882379743,0.8705,3,1.0,0.6528750000000001,0.0,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C015,Tyril I Lister,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",10,10,10,10,55.56809218511428,55.56809218511428,0.8912,3,1.0,0.6684,0.0,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C005,杨,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",13,13,13,13,56.74905204405841,56.74905204405841,0.8734,3,1.0,0.6550499999999999,0.0,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C001,柳爱时,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",11,7,9,9,57.795533986332735,59.15574506222943,0.7526,2,0.6666666666666666,0.3763,0.5118474278599257,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C014,Impey Barbicane,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",12,12,12,12,58.821876950370644,58.821876950370644,0.8556,3,1.0,0.6417,0.0,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C021,Vilio,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",6,6,6,6,65.12462243012197,65.12462243012197,0.8615,3,1.0,0.6461250000000001,0.0,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C015,Tyril I Lister,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",12,12,12,12,54.625844288809375,54.625844288809375,0.8615,3,1.0,0.6461250000000001,0.0,False,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C019,缘,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",4,1,1,2,62.19812946039798,72.79372001488095,0.7763,2,0.5,0.2911125,3.0845088552919226,True,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C024,Allan Melville,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",4,1,1,3,61.42491083566408,72.00130930059524,0.7685,2,0.5,0.2881875,3.0479858326123486,True,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C022,光森壱哉,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",4,3,4,4,61.08536367272348,62.99827008928571,0.7922,2,0.5,0.297075,0.5682766737002243,False,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C025,平重衡,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",7,5,8,7,56.583898898809515,59.01643191964286,0.7682,2,0.5,0.28807499999999997,0.7007519499765663,False,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C026,YOFY,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",9,6,11,9,55.16792816964284,57.68702108134921,0.7763,2,0.5,0.2911125,0.7333394352591195,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C005,杨,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",26,9,25,26,47.07467806015788,53.88262605406745,0.7919,2,0.5,0.2969625,2.0217052561413715,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C001,柳爱时,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",26,25,25,26,43.95319307947433,50.06267921401515,0.7763,2,0.5,0.2911125,1.7785477823415135,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C014,Impey Barbicane,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",26,26,26,26,45.02868347783506,50.065084099927844,0.788,2,0.5,0.2955,1.4882563838284177,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C026,YOFY,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",26,9,25,26,47.31248916419505,54.4113994295635,0.7961,2,0.5,0.2985375,2.1192909233474344,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C025,平重衡,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",25,1,16,24,52.67477838517184,61.501337053571426,0.788,2,0.5,0.2955,2.608248086512077,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C001,柳爱时,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",25,12,22,24,51.629930327969134,58.77603659361471,0.7448,2,0.5,0.2793,1.99590747999481,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C019,缘,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",13,1,9,11,58.81802027836134,65.50963913690477,0.7486,2,0.5,0.280725,1.878504704064604,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C015,Tyril I Lister,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",16,13,21,18,58.363903486721604,55.35267857142857,0.7685,2,0.5,0.2881875,0.0,False,False,1,5.0,5.0,0,0
aoko_set_05,mixed,C022,光森壱哉,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",22,13,21,22,52.45234833829366,56.59877008928571,0.7646,2,0.5,0.286725,1.1888827765531949,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C021,Vilio,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",17,11,17,17,56.80150966765872,59.02620287698412,0.7685,2,0.5,0.2881875,0.6411287742624642,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C005,杨,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",25,9,20,25,49.420058047902764,57.44745089285714,0.8,2,0.5,0.30000000000000004,2.4082178534863137,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C014,Impey Barbicane,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",25,21,25,25,48.31190586029634,56.05261656746032,0.7724,2,0.5,0.28964999999999996,2.2420968563300456,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C024,Allan Melville,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",13,8,15,15,54.756802450396826,55.44218191964285,0.7961,2,0.5,0.2985375,0.20461147330003449,False,False,3,16.0,5.333333333333333,0,0
aoko_set_06,mixed,C025,平重衡,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",23,8,17,23,52.35255517915499,57.73344754464286,0.7961,2,0.5,0.2985375,1.6063981545618342,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C021,Vilio,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 0.75, ""support_mode"": ""ratio""}",10,2,5,8,56.2661461715368,64.50756448412699,0.7802,2,0.5,0.29257500000000003,2.4112329628060736,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C019,缘,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""ratio""}",1,1,1,1,70.21761782140037,70.21761782140037,0.8764,3,1.0,0.8764,0.0,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C024,Allan Melville,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""ratio""}",2,2,2,2,65.13646882379743,65.13646882379743,0.8705,3,1.0,0.8705,0.0,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C015,Tyril I Lister,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""ratio""}",10,10,10,10,55.56809218511428,55.56809218511428,0.8912,3,1.0,0.8912,0.0,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C005,杨,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""ratio""}",13,13,13,13,56.74905204405841,56.74905204405841,0.8734,3,1.0,0.8734,0.0,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C001,柳爱时,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""ratio""}",11,7,9,9,57.795533986332735,59.15574506222943,0.7526,2,0.6666666666666666,0.5017333333333334,0.6824632371465674,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C014,Impey Barbicane,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""ratio""}",12,12,12,12,58.821876950370644,58.821876950370644,0.8556,3,1.0,0.8556,0.0,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C021,Vilio,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""ratio""}",6,6,6,6,65.12462243012197,65.12462243012197,0.8615,3,1.0,0.8615,0.0,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C015,Tyril I Lister,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""ratio""}",12,12,12,12,54.625844288809375,54.625844288809375,0.8615,3,1.0,0.8615,0.0,False,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C019,缘,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""ratio""}",4,1,1,1,62.19812946039798,72.79372001488095,0.7763,2,0.5,0.38815,4.112678473722564,True,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C024,Allan Melville,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""ratio""}",4,1,1,2,61.42491083566408,72.00130930059524,0.7685,2,0.5,0.38425,4.063981110149798,True,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C022,光森壱哉,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""ratio""}",4,3,4,4,61.08536367272348,62.99827008928571,0.7922,2,0.5,0.3961,0.7577022316002991,False,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C025,平重衡,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""ratio""}",7,5,8,7,56.583898898809515,59.01643191964286,0.7682,2,0.5,0.3841,0.9343359333020885,False,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C026,YOFY,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""ratio""}",9,6,11,9,55.16792816964284,57.68702108134921,0.7763,2,0.5,0.38815,0.977785913678826,False,False,0,0.0,0.0,0,0
