set_id,set_kind,target_id,positive_target,family,params,core_rank,best_branch_rank,legacy_multi_branch_rank,final_rank,core_score,branch_score,branch_confidence,branch_member_count,support_ratio,applied_weight,bonus,positive_rescue_3,positive_rescue_5,false_boost_count,false_boost_rank_gain_sum,false_boost_mean_rank_gain,top3_false_boost,top5_false_boost
aoko_set_05,mixed,C021,Vilio,Current Baseline,{},17,11,17,17,56.8,59.02620287698412,0.7685,2,0.5,0.0,0.0,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C005,杨,Current Baseline,{},25,9,20,25,49.42,57.44745089285714,0.8,2,0.5,0.0,0.0,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C014,Impey Barbicane,Current Baseline,{},25,21,25,25,48.31,56.05261656746032,0.7724,2,0.5,0.0,0.0,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C024,Allan Melville,Current Baseline,{},13,8,15,13,54.76,55.44218191964285,0.7961,2,0.5,0.0,0.0,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C025,平重衡,Current Baseline,{},23,8,17,23,52.35,57.73344754464286,0.7961,2,0.5,0.0,0.0,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C021,Vilio,Current Baseline,{},10,2,5,10,56.27,64.50756448412699,0.7802,2,0.5,0.0,0.0,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C019,缘,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",1,1,1,1,70.21761782140037,70.21761782140037,0.8764,3,1.0,0.8764,0.0,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C024,Allan Melville,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",2,2,2,2,65.13646882379743,65.13646882379743,0.8705,3,1.0,0.8705,0.0,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C015,Tyril I Lister,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",10,10,10,10,55.56809218511428,55.56809218511428,0.8912,3,1.0,0.8912,0.0,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C005,杨,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",13,13,13,13,56.74905204405841,56.74905204405841,0.8734,3,1.0,0.8734,0.0,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C001,柳爱时,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",11,7,9,9,57.795533986332735,59.15574506222943,0.7526,2,0.6666666666666666,0.6144953268062067,0.8358433496085603,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C014,Impey Barbicane,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",12,12,12,12,58.821876950370644,58.821876950370644,0.8556,3,1.0,0.8556,0.0,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C021,Vilio,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",6,6,6,6,65.12462243012197,65.12462243012197,0.8615,3,1.0,0.8615,0.0,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C015,Tyril I Lister,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",12,12,12,12,54.625844288809375,54.625844288809375,0.8615,3,1.0,0.8615,0.0,False,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C019,缘,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",4,1,1,1,62.19812946039798,72.79372001488095,0.7763,2,0.5,0.5489269942351169,5.816205675218331,True,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C024,Allan Melville,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",4,1,1,2,61.42491083566408,72.00130930059524,0.7685,2,0.5,0.5434115613418617,5.747337203201911,True,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C022,光森壱哉,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",4,3,4,4,61.08536367272348,62.99827008928571,0.7922,2,0.5,0.560169992055983,1.071552772169503,False,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C025,平重衡,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",7,5,8,7,56.583898898809515,59.01643191964286,0.7682,2,0.5,0.5431994293075059,1.3213505486883372,False,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C026,YOFY,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",9,6,11,11,55.16792816964284,57.68702108134921,0.7763,2,0.5,0.5489269942351169,1.3827981002219643,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C005,杨,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",26,9,25,26,47.07467806015788,53.88262605406745,0.7919,2,0.5,0.5599578600216271,3.8121639898081328,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C001,柳爱时,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",26,25,25,25,43.95319307947433,50.06267921401515,0.7763,2,0.5,0.5489269942351169,3.3536618601546135,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C014,Impey Barbicane,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",26,26,26,26,45.02868347783506,50.065084099927844,0.788,2,0.5,0.5572001435749995,2.8062831497313163,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C026,YOFY,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",26,9,25,25,47.31248916419505,54.4113994295635,0.7961,2,0.5,0.5629277085026105,3.996173288549522,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C025,平重衡,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",25,1,16,21,52.67477838517184,61.501337053571426,0.788,2,0.5,0.5572001435749995,4.918159757305405,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C001,柳爱时,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",25,12,22,23,51.629930327969134,58.77603659361471,0.7448,2,0.5,0.5266531306277407,3.763519236600757,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C019,缘,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",13,1,9,9,58.81802027836134,65.50963913690477,0.7486,2,0.5,0.5293401363962495,3.542142439293094,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C015,Tyril I Lister,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",16,13,21,19,58.363903486721604,55.35267857142857,0.7685,2,0.5,0.5434115613418617,0.0,False,False,3,18.0,6.0,0,0
aoko_set_05,mixed,C022,光森壱哉,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",22,13,21,21,52.45234833829366,56.59877008928571,0.7646,2,0.5,0.5406538448952343,2.24177886223108,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C021,Vilio,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",17,11,17,17,56.80150966765872,59.02620287698412,0.7685,2,0.5,0.5434115613418617,1.2089240103861538,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C005,杨,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",25,9,20,24,49.420058047902764,57.44745089285714,0.8,2,0.5,0.5656854249492381,4.540979132732491,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C014,Impey Barbicane,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",25,21,25,25,48.31190586029634,56.05261656746032,0.7724,2,0.5,0.5461692777884893,4.227738376501376,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C024,Allan Melville,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",13,8,15,16,54.756802450396826,55.44218191964285,0.7961,2,0.5,0.5629277085026105,0.38581909407739895,False,False,4,28.0,7.0,0,1
aoko_set_06,mixed,C025,平重衡,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",23,8,17,23,52.35255517915499,57.73344754464286,0.7961,2,0.5,0.5629277085026105,3.0290534090032764,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C021,Vilio,Gated Rescue,"{""confidence_threshold"": 0.55, ""lambda"": 1.0, ""support_mode"": ""sqrt""}",10,2,5,5,56.2661461715368,64.50756448412699,0.7802,2,0.5,0.5516847106817444,4.546664477388546,False,True,0,0.0,0.0,0,0
aoko_set_01,cohesive,C019,缘,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",1,1,1,1,70.21761782140037,70.21761782140037,0.8764,3,1.0,0.4382,0.0,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C024,Allan Melville,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",2,2,2,2,65.13646882379743,65.13646882379743,0.8705,3,1.0,0.43525,0.0,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C015,Tyril I Lister,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",10,10,10,10,55.56809218511428,55.56809218511428,0.8912,3,1.0,0.4456,0.0,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C005,杨,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",13,13,13,13,56.74905204405841,56.74905204405841,0.8734,3,1.0,0.4367,0.0,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C001,柳爱时,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",11,7,9,7,57.795533986332735,59.15574506222943,0.7526,2,0.6666666666666666,0.30724766340310333,0.4179216748042691,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C014,Impey Barbicane,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",12,12,12,12,58.821876950370644,58.821876950370644,0.8556,3,1.0,0.4278,7.105427357601002e-15,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C021,Vilio,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",6,6,6,6,65.12462243012197,65.12462243012197,0.8615,3,1.0,0.43075,0.0,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C015,Tyril I Lister,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",12,12,12,12,54.625844288809375,54.625844288809375,0.8615,3,1.0,0.43075,0.0,False,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C019,缘,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",4,1,1,2,62.19812946039798,72.79372001488095,0.7763,2,0.5,0.27446349711755846,2.9081028376091638,True,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C024,Allan Melville,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",4,1,1,3,61.42491083566408,72.00130930059524,0.7685,2,0.5,0.2717057806709309,2.8736686016009543,True,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C022,光森壱哉,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",4,3,4,4,61.08536367272348,62.99827008928571,0.7922,2,0.5,0.2800849960279915,0.5357763860847555,False,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C025,平重衡,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",7,5,8,7,56.583898898809515,59.01643191964286,0.7682,2,0.5,0.27159971465375293,0.6606752743441646,False,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C026,YOFY,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",9,6,11,9,55.16792816964284,57.68702108134921,0.7763,2,0.5,0.27446349711755846,0.6913990501109808,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C005,杨,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",26,9,25,26,47.07467806015788,53.88262605406745,0.7919,2,0.5,0.27997893001081353,1.9060819949040706,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C001,柳爱时,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",26,25,25,26,43.95319307947433,50.06267921401515,0.7763,2,0.5,0.27446349711755846,1.6768309300773083,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C014,Impey Barbicane,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",26,26,26,26,45.02868347783506,50.065084099927844,0.788,2,0.5,0.27860007178749974,1.4031415748656642,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C026,YOFY,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",26,9,25,26,47.31248916419505,54.4113994295635,0.7961,2,0.5,0.28146385425130527,1.998086644274757,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C025,平重衡,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",25,1,16,25,52.67477838517184,61.501337053571426,0.788,2,0.5,0.27860007178749974,2.459079878652709,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C001,柳爱时,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",25,12,22,24,51.629930327969134,58.77603659361471,0.7448,2,0.5,0.26332656531387033,1.8817596183003786,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C019,缘,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",13,1,9,10,58.81802027836134,65.50963913690477,0.7486,2,0.5,0.2646700681981248,1.7710712196465508,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C015,Tyril I Lister,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",16,13,21,19,58.363903486721604,55.35267857142857,0.7685,2,0.5,0.2717057806709309,-0.8181672163854543,False,False,2,10.0,5.0,0,0
aoko_set_05,mixed,C022,光森壱哉,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",22,13,21,22,52.45234833829366,56.59877008928571,0.7646,2,0.5,0.27032692244761714,1.1208894311155433,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C021,Vilio,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",17,11,17,16,56.80150966765872,59.02620287698412,0.7685,2,0.5,0.2717057806709309,0.6044620051930778,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C005,杨,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",25,9,20,25,49.420058047902764,57.44745089285714,0.8,2,0.5,0.28284271247461906,2.270489566366244,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C014,Impey Barbicane,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",25,21,25,25,48.31190586029634,56.05261656746032,0.7724,2,0.5,0.27308463889424467,2.113869188250682,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C024,Allan Melville,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",13,8,15,14,54.756802450396826,55.44218191964285,0.7961,2,0.5,0.28146385425130527,0.19290954703870256,False,False,3,16.0,5.333333333333333,0,0
aoko_set_06,mixed,C025,平重衡,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",23,8,17,23,52.35255517915499,57.73344754464286,0.7961,2,0.5,0.28146385425130527,1.514526704501634,False,False,0,0.0,0.0,0,0
aoko_set_06,mixed,C021,Vilio,Dynamic Blend,"{""confidence_threshold"": 0.55, ""max_branch_weight"": 0.5, ""support_mode"": ""sqrt""}",10,2,5,7,56.2661461715368,64.50756448412699,0.7802,2,0.5,0.2758423553408722,2.273332238694273,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C019,缘,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",1,1,1,1,70.21761782140037,70.21761782140037,0.8764,3,1.0,0.8764,,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C024,Allan Melville,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",2,2,2,2,65.13646882379743,65.13646882379743,0.8705,3,1.0,0.8705,,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C015,Tyril I Lister,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",10,10,10,10,55.56809218511428,55.56809218511428,0.8912,3,1.0,0.8912,,False,False,0,0.0,0.0,0,0
aoko_set_01,cohesive,C005,杨,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",13,13,13,13,56.74905204405841,56.74905204405841,0.8734,3,1.0,0.8734,,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C001,柳爱时,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",11,7,9,9,57.795533986332735,59.15574506222943,0.7526,2,0.6666666666666666,0.6144953268062067,,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C014,Impey Barbicane,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",12,12,12,12,58.821876950370644,58.821876950370644,0.8556,3,1.0,0.8556,,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C021,Vilio,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",6,6,6,6,65.12462243012197,65.12462243012197,0.8615,3,1.0,0.8615,,False,False,0,0.0,0.0,0,0
aoko_set_02,cohesive,C015,Tyril I Lister,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",12,12,12,12,54.625844288809375,54.625844288809375,0.8615,3,1.0,0.8615,,False,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C019,缘,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",4,1,1,4,62.19812946039798,72.79372001488095,0.7763,2,0.5,0.5599578600216271,,False,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C024,Allan Melville,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",4,1,1,4,61.42491083566408,72.00130930059524,0.7685,2,0.5,0.5599578600216271,,False,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C022,光森壱哉,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",4,3,4,3,61.08536367272348,62.99827008928571,0.7922,2,0.5,0.560169992055983,,True,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C025,平重衡,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",7,5,8,7,56.583898898809515,59.01643191964286,0.7682,2,0.5,0.560169992055983,,False,False,0,0.0,0.0,0,0
aoko_set_03,cohesive,C026,YOFY,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",9,6,11,9,55.16792816964284,57.68702108134921,0.7763,2,0.5,0.560169992055983,,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C005,杨,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",26,9,25,25,47.07467806015788,53.88262605406745,0.7919,2,0.5,0.5599578600216271,,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C001,柳爱时,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",26,25,25,26,43.95319307947433,50.06267921401515,0.7763,2,0.5,0.5599578600216271,,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C014,Impey Barbicane,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",26,26,26,26,45.02868347783506,50.065084099927844,0.788,2,0.5,0.5629277085026105,,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C026,YOFY,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",26,9,25,25,47.31248916419505,54.4113994295635,0.7961,2,0.5,0.5629277085026105,,False,False,0,0.0,0.0,0,0
aoko_set_04,mixed,C025,平重衡,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",25,1,16,18,52.67477838517184,61.501337053571426,0.788,2,0.5,0.5572001435749995,,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C001,柳爱时,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",25,12,22,25,51.629930327969134,58.77603659361471,0.7448,2,0.5,0.5434115613418617,,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C019,缘,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",13,1,9,9,58.81802027836134,65.50963913690477,0.7486,2,0.5,0.5434115613418617,,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C015,Tyril I Lister,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",16,13,21,18,58.363903486721604,55.35267857142857,0.7685,2,0.5,0.5434115613418617,,False,False,0,0.0,0.0,0,0
aoko_set_05,mixed,C022,光森壱哉,RRF,"{""confidence_threshold"": 0.55, ""rrf_k"": 20, ""support_mode"": ""sqrt""}",22,13,21,22,52.45234833829366,56.59877008928571,0.7646,2,0.5,0.5434115613418617,,False,False,0,0.0,0.0,0,0
