character_id,core_tag_1,core_tag_2,core_tag_3,tag_count,migration_status,review_status,source_basis,locked_anchor,confidence,notes,schema_version
C029,理性沉稳,神秘系,高拉扯,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C030,阳光,陪伴成长,强守护,3,MIGRATION_READY,AUTO_APPROVED_BY_CALIBRATION,auto_approved_by_calibration,false,CALIBRATION_PASS,CALIBRATION_SAMPLE_PASS;STATIC_QA_ELIGIBLE,6.3.3
C031,腹黑,成熟可靠,陪伴成长,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C032,脆弱感,少年感,救赎感,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C033,反差萌,危险系,高依赖,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C034,成熟可靠,阳光,陪伴成长,3,MIGRATION_READY,HUMAN_CALIBRATED,human_heat_tag_audit,false,B,热血→成熟可靠; strict heat threshold,6.3.3
C035,理性沉稳,温柔,稳定恋爱,3,MIGRATION_READY,HUMAN_CALIBRATED,human_review_keep,false,HUMAN_CONFIRMED,CALIBRATION_REVIEW_KEEP,6.3.3
C036,少年感,直球主动,刺激型,3,MIGRATION_READY,AUTO_APPROVED_BY_CALIBRATION,auto_approved_by_calibration,false,CALIBRATION_PASS,CALIBRATION_SAMPLE_PASS;STATIC_QA_ELIGIBLE,6.3.3
C037,温柔,年上感,陪伴成长,3,MIGRATION_READY,HUMAN_CALIBRATED,human_review_keep,false,HUMAN_CONFIRMED,CALIBRATION_REVIEW_KEEP;canonical_name=Zenn Sorfield;legacy_erroneous_spelling=Zen Sorfield,6.3.3
C038,危险系,温柔,高拉扯,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C039,反差萌,危险系,高拉扯,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C040,反差萌,毒舌,欢喜冤家,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C041,理性沉稳,成熟可靠,慢热,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C042,冷感,成熟可靠,强守护,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C043,腹黑,神秘系,救赎感,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C044,少年感,阳光,直球主动,3,MIGRATION_READY,HUMAN_CALIBRATED,human_heat_tag_audit,false,CALIBRATION_PASS,热血→少年感; strict heat threshold,6.3.3
C045,温柔,年上感,强嫉妒,3,MIGRATION_READY,HUMAN_CALIBRATED,human_review_keep,false,HUMAN_CONFIRMED,CALIBRATION_REVIEW_KEEP,6.3.3
C046,少年感,温柔,高奉献,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C047,冷感,理性沉稳,低表达,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C048,冷感,成熟可靠,高拉扯,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C049,危险系,腹黑,高拉扯,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C050,色气,直球主动,慢热,3,MIGRATION_READY,AUTO_APPROVED_BY_CALIBRATION,auto_approved_by_calibration,false,CALIBRATION_PASS,CALIBRATION_SAMPLE_PASS;STATIC_QA_ELIGIBLE,6.3.3
C051,冷感,神秘系,救赎感,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C052,热血,阳光,直球主动,3,MIGRATION_READY,HUMAN_CALIBRATED,human_review_keep,false,HUMAN_CONFIRMED,CALIBRATION_REVIEW_KEEP,6.3.3
C053,冷感,傲娇,欢喜冤家,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C054,理性沉稳,稳定恋爱,,2,MIGRATION_READY,AUTO_APPROVED_BY_CALIBRATION,auto_approved_by_calibration,false,CALIBRATION_PASS,CALIBRATION_SAMPLE_PASS;STATIC_QA_ELIGIBLE,6.3.3
C055,天然,少年感,直球主动,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C056,毒舌,强者感,直球主动,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C057,阳光,少年感,直球主动,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C058,温柔,成熟可靠,陪伴成长,3,MIGRATION_READY,HUMAN_CALIBRATED,human_review_keep,false,HUMAN_CONFIRMED,CALIBRATION_REVIEW_KEEP,6.3.3
C059,理性沉稳,精英感,陪伴成长,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C060,非人感,冷感,慢热,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C061,非人感,天然,直球主动,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C062,傲娇,少年感,欢喜冤家,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C063,毒舌,冷感,救赎感,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C064,危险系,腹黑,唯一例外,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C065,傲娇,欢喜冤家,稳定恋爱,3,MIGRATION_READY,AUTO_APPROVED_BY_CALIBRATION,auto_approved_by_calibration,false,CALIBRATION_PASS,CALIBRATION_SAMPLE_PASS;STATIC_QA_ELIGIBLE,6.3.3
C066,少年感,慢热,高奉献,3,MIGRATION_READY,AUTO_APPROVED_BY_CALIBRATION,auto_approved_by_calibration,false,CALIBRATION_PASS,CALIBRATION_SAMPLE_PASS;STATIC_QA_ELIGIBLE,6.3.3
C067,傲娇,少年感,直球主动,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C068,理性沉稳,色气,直球主动,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C069,危险系,腹黑,高拉扯,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C070,冷感,慢热,高奉献,3,MIGRATION_READY,AUTO_APPROVED_BY_CALIBRATION,auto_approved_by_calibration,false,CALIBRATION_PASS,CALIBRATION_SAMPLE_PASS;STATIC_QA_ELIGIBLE,6.3.3
C071,冷感,理性沉稳,慢热,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C072,腹黑,精英感,高拉扯,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C073,强者感,少年感,直球主动,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C074,冷感,少年感,陪伴成长,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C075,理性沉稳,精英感,直球主动,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C076,温柔,阳光,直球主动,3,MIGRATION_READY,HUMAN_CALIBRATED,human_heat_tag_audit,false,CALIBRATION_PASS,热血→温柔; strict heat threshold,6.3.3
C077,理性沉稳,成熟可靠,稳定恋爱,3,MIGRATION_READY,HUMAN_CALIBRATED,human_review_keep,false,HUMAN_CONFIRMED,CALIBRATION_REVIEW_KEEP,6.3.3
C078,阳光,温柔,直球主动,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C079,精英感,阳光,陪伴成长,3,MIGRATION_READY,HUMAN_CALIBRATED,human_heat_tag_audit,false,B,热血→精英感; strict heat threshold,6.3.3
C080,腹黑,神秘系,救赎感,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C081,反差萌,神秘系,高奉献,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C082,冷感,成熟可靠,强守护,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C083,脆弱感,少年感,救赎感,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C084,脆弱感,少年感,救赎感,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C085,温柔,成熟可靠,陪伴成长,3,MIGRATION_READY,HUMAN_CALIBRATED,human_review_keep,false,HUMAN_CONFIRMED,CALIBRATION_REVIEW_KEEP,6.3.3
C086,少年感,温柔,直球主动,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C087,疯感,危险系,高拉扯,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C088,冷感,成熟可靠,强守护,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C089,阳光,非人感,宿命感,3,MIGRATION_READY,HUMAN_CALIBRATED,human_heat_tag_audit,false,B,热血→阳光; strict heat threshold,6.3.3
C090,非人感,温柔,陪伴成长,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C091,理性沉稳,成熟可靠,慢热,3,MIGRATION_READY,AUTO_MIGRATION_READY,v6_1_rule_assisted_combined,false,B,,6.3.3
C215,热血,成熟可靠,直球主动,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C216,脆弱感,慢热,高依赖,3,MIGRATION_READY,HUMAN_CALIBRATED,v6_5_1_human_review,false,HUMAN_CONFIRMED,KEEP_REVIEWER_FINAL;JUSTIFIED_1_SELF_2_ROMANCE,6.5.1
C217,色气,脆弱感,救赎感,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C218,腹黑,少年感,强占有,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C219,冷感,毒舌,慢热,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C220,神秘系,反差萌,高拉扯,3,MIGRATION_READY,HUMAN_CALIBRATED,v6_5_1_human_review,false,HUMAN_CONFIRMED,KEEP_REVIEWER_FINAL;SPOILER_SAFE,6.5.1
C221,毒舌,冷感,陪伴成长,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C222,天然,精英感,直球主动,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved; heat threshold narrowed by human review,6.5.1
C223,温柔,年上感,稳定恋爱,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C224,傲娇,少年感,欢喜冤家,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C225,神秘系,腹黑,高拉扯,3,MIGRATION_READY,HUMAN_CALIBRATED,v6_5_1_human_review,false,HUMAN_CONFIRMED,KEEP_REVIEWER_FINAL,6.5.1
C226,危险系,强者感,强占有,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C227,神秘系,脆弱感,高依赖,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C228,冷感,强者感,慢热,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C229,非人感,成熟可靠,强守护,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C230,热血,傲娇,直球主动,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C231,年上感,温柔,稳定恋爱,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C232,天然,非人感,陪伴成长,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C233,神秘系,阳光,宿命感,3,MIGRATION_READY,HUMAN_CALIBRATED,v6_5_1_human_review,false,HUMAN_CONFIRMED,REPLACE 高拉扯 → 宿命感;SPOILER_SAFE,6.5.1
C234,色气,成熟可靠,直球主动,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C235,毒舌,傲娇,慢热,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C236,冷感,理性沉稳,慢热,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C237,成熟可靠,强者感,强守护,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C238,宿命感,神秘系,高拉扯,3,MIGRATION_READY,HUMAN_CALIBRATED,v6_5_1_human_review,false,HUMAN_CONFIRMED,REPLACE 非人感 → 宿命感;JUSTIFIED_1_SELF_2_ROMANCE;SPOILER_SAFE,6.5.1
C239,温柔,脆弱感,高奉献,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C240,成熟可靠,温柔,强守护,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C241,少年感,腹黑,高依赖,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C242,冷感,成熟可靠,高拉扯,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C243,阳光,色气,直球主动,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C244,冷感,强者感,陪伴成长,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C245,阳光,少年感,陪伴成长,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C246,少年感,天然,直球主动,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C247,精英感,腹黑,高拉扯,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C248,色气,阳光,直球主动,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C249,成熟可靠,神秘系,慢热,3,MIGRATION_READY,HUMAN_CALIBRATED,v6_5_1_human_review,false,HUMAN_CONFIRMED,KEEP_REVIEWER_FINAL,6.5.1
C250,成熟可靠,温柔,稳定恋爱,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C251,温柔,精英感,治愈系,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C252,冷感,精英感,高拉扯,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C253,成熟可靠,温柔,强守护,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C254,非人感,神秘系,宿命感,3,MIGRATION_READY,HUMAN_CALIBRATED,v6_5_1_human_review,false,HUMAN_CONFIRMED,KEEP_REVIEWER_FINAL,6.5.1
C256,冷感,强者感,强守护,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C257,热血,傲娇,直球主动,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C258,脆弱感,理性沉稳,救赎感,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C259,神秘系,天然,治愈系,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C260,冷感,神秘系,高拉扯,3,MIGRATION_READY,HUMAN_CALIBRATED,v6_5_1_human_review,false,HUMAN_CONFIRMED,KEEP_REVIEWER_FINAL;SPOILER_SAFE,6.5.1
C312,阳光,少年感,直球主动,3,MIGRATION_READY,HUMAN_CALIBRATED,human_heat_tag_audit,false,A,热血→少年感; strict heat threshold,6.5.1
C313,理性沉稳,成熟可靠,慢热,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C314,温柔,反差萌,治愈系,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C315,冷感,精英感,高拉扯,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C316,色气,年上感,直球主动,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C317,傲娇,少年感,直球主动,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C318,天然,少年感,直球主动,3,MIGRATION_READY,AUTO_PASS,v6_5_public_evidence_auto_pass,false,A,v6.5 expansion static QA approved,6.5.1
C092,神秘系,脆弱感,救赎感,3,MIGRATION_READY,HUMAN_CALIBRATED,v6_6b_1_human_review,false,HUMAN_CONFIRMED,Spoiler-safe public Core Tags; existing stable identity; Reviewer KEEP,6.6B.1
C093,阳光,反差萌,直球主动,3,MIGRATION_READY,HUMAN_CALIBRATED,v6_6b_1_human_review,false,HUMAN_CONFIRMED,Spoiler-safe public Core Tags; existing stable identity; Reviewer KEEP,6.6B.1
C094,毒舌,理性沉稳,欢喜冤家,3,MIGRATION_READY,AUTO_PASS,v6_6b_public_evidence_auto_pass,false,A,Spoiler-safe public Core Tags; existing stable identity,6.6B.1
C095,温柔,天然,治愈系,3,MIGRATION_READY,AUTO_PASS,v6_6b_public_evidence_auto_pass,false,A,Spoiler-safe public Core Tags; existing stable identity,6.6B.1
C096,强者感,温柔,强守护,3,MIGRATION_READY,AUTO_PASS,v6_6b_public_evidence_auto_pass,false,A,Spoiler-safe public Core Tags; existing stable identity,6.6B.1
C097,非人感,成熟可靠,陪伴成长,3,MIGRATION_READY,AUTO_PASS,v6_6b_public_evidence_auto_pass,false,A,Spoiler-safe public Core Tags; existing stable identity,6.6B.1
C105,阳光,成熟可靠,直球主动,3,MIGRATION_READY,HUMAN_CALIBRATED,human_heat_tag_audit,false,A,热血→成熟可靠; strict heat threshold,6.6B.1
C106,冷感,少年感,强占有,3,MIGRATION_READY,AUTO_PASS,v6_6b_public_evidence_auto_pass,false,A,Spoiler-safe public Core Tags; existing stable identity,6.6B.1
C107,温柔,成熟可靠,治愈系,3,MIGRATION_READY,AUTO_PASS,v6_6b_public_evidence_auto_pass,false,A,Spoiler-safe public Core Tags; existing stable identity,6.6B.1
C108,冷感,脆弱感,慢热,3,MIGRATION_READY,AUTO_PASS,v6_6b_public_evidence_auto_pass,false,A,Spoiler-safe public Core Tags; existing stable identity,6.6B.1
C109,毒舌,傲娇,高拉扯,3,MIGRATION_READY,AUTO_PASS,v6_6b_public_evidence_auto_pass,false,A,Spoiler-safe public Core Tags; existing stable identity,6.6B.1
C110,成熟可靠,温柔,稳定恋爱,3,MIGRATION_READY,AUTO_PASS,v6_6b_public_evidence_auto_pass,false,A,Spoiler-safe public Core Tags; existing stable identity,6.6B.1
C111,天然,少年感,直球主动,3,MIGRATION_READY,AUTO_PASS,v6_6b_public_evidence_auto_pass,false,A,Spoiler-safe public Core Tags; existing stable identity,6.6B.1
C112,冷感,神秘系,高拉扯,3,MIGRATION_READY,AUTO_PASS,v6_6b_public_evidence_auto_pass,false,A,Spoiler-safe public Core Tags; existing stable identity,6.6B.1
C113,色气,神秘系,刺激型,3,MIGRATION_READY,HUMAN_CALIBRATED,v6_6b_1_human_review,false,HUMAN_CONFIRMED,Spoiler-safe public Core Tags; existing stable identity; Reviewer KEEP,6.6B.1
C114,阳光,成熟可靠,宿命感,3,MIGRATION_READY,AUTO_PASS,v6_6b_public_evidence_auto_pass,false,A,Spoiler-safe public Core Tags; heat threshold narrowed by human review,6.6B.1
C115,温柔,理性沉稳,慢热,3,MIGRATION_READY,AUTO_PASS,v6_6b_public_evidence_auto_pass,false,A,Spoiler-safe public Core Tags; existing stable identity,6.6B.1
C116,危险系,腹黑,高拉扯,3,MIGRATION_READY,AUTO_PASS,v6_6b_public_evidence_auto_pass,false,A,Spoiler-safe public Core Tags; existing stable identity,6.6B.1
C117,成熟可靠,强者感,强守护,3,MIGRATION_READY,AUTO_PASS,v6_6b_public_evidence_auto_pass,false,A,Spoiler-safe public Core Tags; existing stable identity,6.6B.1
C118,冷感,精英感,慢热,3,MIGRATION_READY,AUTO_PASS,v6_6b_public_evidence_auto_pass,false,A,Spoiler-safe public Core Tags; existing stable identity,6.6B.1
C119,神秘系,非人感,宿命感,3,MIGRATION_READY,AUTO_PASS,v6_6b_public_evidence_auto_pass,false,A,Spoiler-safe public Core Tags; existing stable identity,6.6B.1
C120,成熟可靠,温柔,稳定恋爱,3,MIGRATION_READY,AUTO_PASS,v6_6b_public_evidence_auto_pass,false,A,Spoiler-safe public Core Tags; existing stable identity,6.6B.1
